,id,name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date,planet_type,planet_radius,orbital_radius,orbital_period,eccentricity,solar_system_name,planet_discovery_method,host_temperature,host_radius,host_mass,right_ascension,declination
2811,2811,Kepler-1867 b,2220.0,1.65 Earths,13.549,2021,Super Earth,1.16 x Earth,0.0872 AU,9.9 days,0.0,Kepler-1818,Transit,6047.0,1.13,1.02,18h57m18.84s,+40d34m07.95s
2812,2812,Kepler-1868 b,894.0,10.1 Earths,14.157,2021,Neptune-like,0.281 x Jupiter,0.6266 AU,211 days,0.0,Kepler-1819,Transit,6090.0,1.07,1.17,19h46m14.41s,+46d51m26.87s
2813,2813,Kepler-1869 b,369.0,1.46 Earths,10.31,2021,Super Earth,1.12 x Earth,0.0791 AU,8.2 days,0.0,Kepler-182,Transit,6250.0,1.15,1.16,19h19m19.23s,+50d35m10.33s
2814,2814,Kepler-186 b,579.0,1.24 Earths,15.138,2014,Super Earth,1.07 x Earth,0.0343 AU,3.9 days,0.0,Kepler-182,Transit,6250.0,1.15,1.16,19h19m19.23s,+50d35m10.33s
2815,2815,Kepler-186 c,579.0,2.1 Earths,15.138,2014,Super Earth,1.25 x Earth,0.0451 AU,7.3 days,0.0,Kepler-1820,Transit,5841.0,0.93,1.05,19h46m51.06s,+48d16m20.22s
2816,2816,Kepler-186 d,579.0,2.54 Earths,15.138,2014,Super Earth,1.4 x Earth,0.0781 AU,13.3 days,0.0,Kepler-1821,Transit,5475.0,0.88,0.95,19h38m06.11s,+49d52m20.94s
2817,2817,Kepler-186 e,579.0,2.15 Earths,15.138,2014,Super Earth,1.27 x Earth,0.11 AU,22.4 days,0.0,Kepler-1822,Transit,5165.0,0.7,0.78,19h49m08.52s,+41d18m20.06s
2818,2818,Kepler-186 f,579.0,1.71 Earths,15.138,2014,Super Earth,1.17 x Earth,0.432 AU,129.9 days,0.04,Kepler-1823,Transit,6000.0,1.13,1.07,18h55m01.15s,+45d20m06.45s
2819,2819,Kepler-1870 b,1328.0,5.07 Earths,13.566,2021,Neptune-like,2.101 x Earth,0.0453 AU,3.6 days,0.0,Kepler-1824,Transit,6002.0,1.08,1.14,19h46m49.73s,+41d12m13.03s
2820,2820,Kepler-1871 b,2788.0,6.44 Earths,14.822,2021,Neptune-like,0.216 x Jupiter,0.0308 AU,2 days,0.0,Kepler-1825,Transit,5123.0,0.85,0.83,19h30m03.38s,+42d39m06.32s
2821,2821,Kepler-1872 b,2741.0,6.28 Earths,15.966,2021,Neptune-like,0.213 x Jupiter,0.0465 AU,3.8 days,0.0,Kepler-1826,Transit,3821.0,0.49,0.49,19h31m04.80s,+48d53m59.45s
2822,2822,Kepler-1873 b,2678.0,3.28 Earths,15.889,2021,Super Earth,1.626 x Earth,0.0128 AU,0.6 days,0.0,Kepler-1827,Transit,5423.0,1.4,0.92,19h29m00.61s,+40d47m34.04s
2823,2823,Kepler-1874 b,1331.0,5.52 Earths,15.434,2021,Neptune-like,2.211 x Earth,0.2633 AU,56.6 days,0.0,Kepler-1828,Transit,5806.0,0.9,1.0,19h29m42.62s,+37d19m14.74s
2824,2824,Kepler-1875 b,5416.0,10.5 Earths,15.201,2021,Neptune-like,0.288 x Jupiter,0.2039 AU,34.5 days,0.0,Kepler-1829,Transit,5230.0,0.78,0.87,19h14m39.48s,+51d29m54.17s
2825,2825,Kepler-1876 b,848.0,0.905 Earths,10.793,2021,Terrestrial,0.98 x Earth,0.0735 AU,7 days,0.0,Kepler-183,Transit,5888.0,0.96,0.94,19h34m07.39s,+39d18m57.36s
2826,2826,Kepler-1877 b,931.0,0.179 Earths,12.29,2021,Terrestrial,0.624 x Earth,0.0351 AU,2.4 days,0.0,Kepler-183,Transit,5888.0,0.96,0.94,19h34m07.39s,+39d18m57.36s
2827,2827,Kepler-1878 b,4874.0,8.86 Earths,15.587,2021,Neptune-like,0.261 x Jupiter,0.0521 AU,4.4 days,0.0,Kepler-1830,Transit,6160.0,2.05,1.44,19h40m33.37s,+40d58m44.59s
2828,2828,Kepler-1879 b,2046.0,4.92 Earths,12.825,2021,Super Earth,2.065 x Earth,0.0953 AU,10.6 days,0.0,Kepler-1831,Transit,6063.0,1.01,1.12,19h41m12.59s,+49d35m20.56s
2829,2829,Kepler-187 b,3728.0,2.57 Earths,14.297,2014,Super Earth,1.41 x Earth,0.059 AU,4.9 days,0.0,Kepler-1832,Transit,5242.0,0.72,0.68,19h59m24.43s,+43d43m55.42s
2830,2830,Kepler-187 c,3728.0,7.61 Earths,14.297,2014,Neptune-like,0.238 x Jupiter,0.099 AU,10.6 days,0.0,Kepler-1833,Transit,6164.0,1.45,1.29,19h23m29.14s,+45d24m37.01s
2831,2831,Kepler-1880 b,1993.0,5.13 Earths,16.088,2021,Neptune-like,2.117 x Earth,0.054 AU,6.3 days,0.0,Kepler-1834,Transit,4821.0,0.79,0.77,19h38m39.52s,+39d47m01.85s
2832,2832,Kepler-1881 b,3449.0,9.17 Earths,15.898,2021,Neptune-like,0.266 x Jupiter,0.5368 AU,159.4 days,0.0,Kepler-1835,Transit,5903.0,0.96,0.92,18h41m15.56s,+43d59m08.48s
2833,2833,Kepler-1882 b,1446.0,2.81 Earths,12.516,2021,Super Earth,1.487 x Earth,0.1151 AU,13.8 days,0.0,Kepler-1836,Transit,6123.0,0.99,1.05,19h29m15.62s,+40d50m19.61s
2834,2834,Kepler-1883 b,4494.0,10.6 Earths,15.642,2021,Neptune-like,0.29 x Jupiter,0.4438 AU,103.4 days,0.0,Kepler-1837,Transit,5966.0,0.96,1.05,19h12m49.82s,+45d41m00.41s
2835,2835,Kepler-1884 b,4707.0,3.95 Earths,15.433,2021,Super Earth,1.814 x Earth,0.0845 AU,9 days,0.0,Kepler-1838,Transit,5877.0,1.96,1.19,19h55m58.01s,+40d08m32.14s
2836,2836,Kepler-1885 b,2670.0,2.89 Earths,14.851,2021,Super Earth,1.511 x Earth,0.036 AU,2.5 days,0.0,Kepler-1839,Transit,5926.0,0.94,1.03,19h36m53.87s,+50d04m32.07s
2837,2837,Kepler-1886 b,3456.0,7.18 Earths,15.627,2021,Neptune-like,0.23 x Jupiter,0.16 AU,24.3 days,0.0,Kepler-184,Transit,5788.0,0.87,0.97,19h27m48.45s,+43d04m28.62s
2838,2838,Kepler-1887 b,4456.0,8.88 Earths,15.955,2021,Neptune-like,0.261 x Jupiter,0.1421 AU,19.9 days,0.0,Kepler-184,Transit,5788.0,0.87,0.97,19h27m48.45s,+43d04m28.62s
2839,2839,Kepler-1888 b,1314.0,2.32 Earths,12.099,2021,Super Earth,1.326 x Earth,0.0956 AU,11.4 days,0.0,Kepler-184,Transit,5788.0,0.87,0.97,19h27m48.45s,+43d04m28.62s
2840,2840,Kepler-1889 b,4551.0,8.98 Earths,15.715,2021,Neptune-like,0.263 x Jupiter,0.2082 AU,37.3 days,0.0,Kepler-1840,Transit,4898.0,0.8,0.77,19h54m22.77s,+41d26m09.47s
2841,2841,Kepler-188 b,3159.0,3.46 Earths,14.719,2014,Super Earth,1.68 x Earth,0.032 AU,2.1 days,0.0,Kepler-1841,Transit,5190.0,0.9,0.82,19h10m49.66s,+40d41m06.78s
2842,2842,Kepler-188 c,3159.0,10.3 Earths,14.719,2014,Neptune-like,0.285 x Jupiter,0.066 AU,6 days,0.0,Kepler-1842,Transit,5970.0,1.13,1.06,19h05m00.38s,+42d22m42.37s
2843,2843,Kepler-1890 b,1728.0,0.587 Earths,12.916,2021,Terrestrial,0.869 x Earth,0.0563 AU,4.8 days,0.0,Kepler-1843,Transit,5422.0,1.78,1.02,19h31m32.46s,+41d16m45.01s
2844,2844,Kepler-1891 b,1945.0,2.93 Earths,14.412,2021,Super Earth,1.521 x Earth,0.0473 AU,4 days,0.0,Kepler-1844,Transit,5776.0,0.85,0.94,19h30m45.70s,+37d56m04.45s
2845,2845,Kepler-1892 b,2778.0,4.03 Earths,15.592,2021,Super Earth,1.837 x Earth,0.0633 AU,6.3 days,0.0,Kepler-1845,Transit,4703.0,0.7,0.69,19h31m36.39s,+38d17m49.32s
2846,2846,Kepler-1893 b,3427.0,3.55 Earths,15.152,2021,Super Earth,1.706 x Earth,0.0504 AU,4.2 days,0.0,Kepler-1846,Transit,4825.0,0.73,0.79,19h37m33.83s,+44d45m46.63s
2847,2847,Kepler-1894 b,3051.0,1.87 Earths,15.452,2021,Super Earth,1.201 x Earth,0.0385 AU,2.8 days,0.0,Kepler-1847,Transit,6122.0,0.96,1.04,19h46m24.34s,+44d19m30.82s
2848,2848,Kepler-1895 b,3210.0,5.14 Earths,15.787,2021,Neptune-like,2.119 x Earth,0.0615 AU,6.1 days,0.0,Kepler-1848,Transit,4847.0,0.74,0.76,19h57m31.56s,+45d35m31.50s
2849,2849,Kepler-1896 b,5653.0,9.8 Earths,15.844,2021,Neptune-like,0.277 x Jupiter,0.2529 AU,44.9 days,0.0,Kepler-1849,Transit,4806.0,0.73,0.71,19h01m10.06s,+41d15m20.62s
2850,2850,Kepler-1897 b,3207.0,8.32 Earths,16.01,2021,Neptune-like,0.251 x Jupiter,0.1546 AU,24.2 days,0.0,Kepler-185,Transit,5208.0,0.81,0.81,18h49m52.36s,+43d53m23.81s
2851,2851,Kepler-1898 b,1177.0,0.76 Earths,13.387,2021,Terrestrial,0.934 x Earth,0.0522 AU,4.8 days,0.0,Kepler-185,Transit,5208.0,0.81,0.81,18h49m52.36s,+43d53m23.81s
2852,2852,Kepler-1899 b,2321.0,3.02 Earths,16.136,2021,Super Earth,1.551 x Earth,0.0457 AU,4.1 days,0.0,Kepler-1850,Transit,4239.0,0.6,0.61,19h08m34.28s,+43d36m58.02s
2853,2853,Kepler-189 b,1930.0,1.92 Earths,14.971,2014,Super Earth,1.21 x Earth,0.088 AU,10.4 days,0.0,Kepler-1851,Transit,5982.0,0.88,0.97,19h02m41.70s,+45d38m23.41s
2854,2854,Kepler-189 c,1930.0,22.7 Earths,14.971,2014,Super Earth,0.212 x Jupiter,0.137 AU,20.1 days,0.0,Kepler-1852,Transit,5237.0,0.83,0.93,19h12m07.13s,+40d20m39.10s
2855,2855,Kepler-18 b,1413.0,6.9 Earths,13.771,2011,Super Earth,2.0 x Earth,0.0447 AU,3.5 days,0.0,Kepler-1853,Transit,4821.0,0.79,0.77,18h58m59.49s,+46d22m24.75s
2856,2856,Kepler-18 c,1413.0,17.3 Earths,13.771,2011,Neptune-like,0.49 x Jupiter,0.0752 AU,7.6 days,0.0,Kepler-1854,Transit,5026.0,0.76,0.8,19h05m08.62s,+37d23m13.17s
2857,2857,Kepler-18 d,1413.0,16.4 Earths,13.771,2011,Neptune-like,0.623 x Jupiter,0.1172 AU,14.9 days,0.0,Kepler-1855,Transit,3460.0,0.36,0.39,18h53m36.45s,+41d30m58.16s
2858,2858,Kepler-1900 b,5025.0,3.27 Earths,15.502,2021,Super Earth,1.623 x Earth,0.042 AU,3 days,0.0,Kepler-1856,Transit,4948.0,0.82,0.78,19h43m38.20s,+51d20m52.36s
2859,2859,Kepler-1901 b,3355.0,2.77 Earths,15.097,2021,Super Earth,1.474 x Earth,0.0453 AU,3.5 days,0.0,Kepler-1857,Transit,6074.0,1.0,0.87,19h45m49.37s,+39d35m54.73s
2860,2860,Kepler-1902 b,1123.0,1.74 Earths,16.113,2021,Super Earth,1.176 x Earth,0.0385 AU,3.8 days,0.0,Kepler-1858,Transit,4939.0,0.82,0.79,19h29m13.78s,+46d37m35.68s
2861,2861,Kepler-1903 b,5791.0,5.85 Earths,15.456,2021,Neptune-like,0.204 x Jupiter,0.1321 AU,17.1 days,0.0,Kepler-1859,Transit,5887.0,1.24,1.09,19h35m57.28s,+46d43m04.80s
2862,2862,Kepler-1904 b,884.0,2.51 Earths,16.367,2021,Super Earth,1.39 x Earth,0.0436 AU,4.6 days,0.0,Kepler-186,Transit,3788.0,0.47,0.48,19h54m36.66s,+43d57m17.96s
2863,2863,Kepler-1905 b,3430.0,2.69 Earths,15.086,2021,Super Earth,1.446 x Earth,0.0451 AU,3.4 days,0.0,Kepler-186,Transit,3788.0,0.47,0.48,19h54m36.66s,+43d57m17.96s
2864,2864,Kepler-1906 b,4438.0,8.13 Earths,15.322,2021,Neptune-like,0.248 x Jupiter,0.0738 AU,7.4 days,0.0,Kepler-186,Transit,3788.0,0.47,0.48,19h54m36.66s,+43d57m17.96s
2865,2865,Kepler-1907 b,953.0,0.589 Earths,13.989,2021,Terrestrial,0.87 x Earth,0.0565 AU,5.7 days,0.0,Kepler-186,Transit,3788.0,0.47,0.48,19h54m36.66s,+43d57m17.96s
2866,2866,Kepler-1907 c,953.0,1.63 Earths,13.989,2021,Super Earth,1.155 x Earth,0.1076 AU,14.9 days,0.0,Kepler-186,Transit,3755.0,0.52,0.54,19h54m36.66s,+43d57m17.96s
2867,2867,Kepler-1909 b,2491.0,1.33 Earths,15.933,2021,Super Earth,1.092 x Earth,0.0306 AU,2.4 days,0.0,Kepler-1860,Transit,5420.0,0.87,0.87,19h37m24.20s,+50d04m51.47s
2868,2868,Kepler-190 b,1414.0,3.05 Earths,14.336,2014,Super Earth,1.56 x Earth,0.03 AU,2 days,0.0,Kepler-1861,Transit,5855.0,1.37,1.16,19h43m23.16s,+49d56m10.17s
2869,2869,Kepler-190 c,1414.0,2.73 Earths,14.336,2014,Super Earth,1.46 x Earth,0.045 AU,3.8 days,0.0,Kepler-1862,Transit,5644.0,0.81,0.9,19h47m00.81s,+49d22m41.06s
2870,2870,Kepler-1910 b,,1.78 Earths,16.092,2021,Super Earth,1.184 x Earth,0.0536 AU,5.7 days,0.0,Kepler-1863,Transit,5871.0,0.98,1.1,18h48m57.53s,+43d14m38.71s
2871,2871,Kepler-1911 b,880.0,1.01 Earths,12.245,2021,Super Earth,1.011 x Earth,0.0636 AU,6 days,0.0,Kepler-1864,Transit,5854.0,0.98,1.03,19h18m44.82s,+41d35m20.10s
2872,2872,Kepler-1912 b,969.0,2.41 Earths,12.36,2021,Super Earth,1.357 x Earth,0.0646 AU,6.1 days,0.0,Kepler-1865,Transit,5420.0,0.87,0.85,19h35m45.90s,+41d35m25.49s
2873,2873,Kepler-1913 b,2858.0,2.92 Earths,14.814,2021,Super Earth,1.519 x Earth,0.1209 AU,14.2 days,0.0,Kepler-1866,Transit,5791.0,1.08,1.03,19h04m53.91s,+44d39m16.15s
2874,2874,Kepler-1914 b,5290.0,8.97 Earths,15.911,2021,Neptune-like,0.263 x Jupiter,0.1954 AU,30.8 days,0.0,Kepler-1867,Transit,5693.0,0.82,0.91,19h39m59.30s,+43d26m09.13s
2875,2875,Kepler-1915 b,4941.0,10.4 Earths,16.261,2021,Neptune-like,0.287 x Jupiter,0.114 AU,13.8 days,0.0,Kepler-1868,Transit,4658.0,0.69,0.74,19h33m11.61s,+43d33m20.89s
2876,2876,Kepler-1916 b,6706.0,7.35 Earths,15.779,2021,Neptune-like,0.234 x Jupiter,0.2053 AU,31.3 days,0.0,Kepler-1869,Transit,5808.0,0.9,0.99,19h30m27.60s,+42d45m51.64s
2877,2877,Kepler-1917 b,2965.0,4.23 Earths,15.474,2021,Super Earth,1.89 x Earth,0.103 AU,12.9 days,0.0,Kepler-187,Transit,6105.0,1.29,1.11,19h59m11.16s,+44d05m21.28s
2878,2878,Kepler-1918 b,3360.0,5.89 Earths,15.533,2021,Neptune-like,0.205 x Jupiter,0.2524 AU,47.1 days,0.0,Kepler-187,Transit,6105.0,1.29,1.11,19h59m11.16s,+44d05m21.28s
2879,2879,Kepler-1919 b,3841.0,7.38 Earths,16.161,2021,Neptune-like,0.234 x Jupiter,0.2107 AU,37.9 days,0.0,Kepler-1870,Transit,5508.0,0.84,0.95,19h35m44.04s,+40d35m26.53s
2880,2880,Kepler-191 b,1939.0,2.36 Earths,14.987,2014,Super Earth,1.34 x Earth,0.087 AU,9.9 days,0.0,Kepler-1871,Transit,5741.0,0.95,1.02,19h29m42.60s,+38d28m22.38s
2881,2881,Kepler-191 c,1939.0,4.12 Earths,14.987,2014,Super Earth,1.86 x Earth,0.128 AU,17.7 days,0.0,Kepler-1872,Transit,5223.0,0.89,0.91,18h44m11.81s,+43d19m21.36s
2882,2882,Kepler-191 d,1939.0,5.82 Earths,14.987,2016,Neptune-like,0.203 x Jupiter,0.0599 AU,5.9 days,0.0,Kepler-1873,Transit,5151.0,0.79,0.9,19h38m23.17s,+46d02m54.13s
2883,2883,Kepler-1920 b,2890.0,9.03 Earths,14.392,2021,Neptune-like,0.264 x Jupiter,0.2043 AU,30.3 days,0.0,Kepler-1874,Transit,4701.0,0.78,0.76,19h05m29.24s,+43d41m31.49s
2884,2884,Kepler-1921 b,3030.0,8.72 Earths,13.103,2021,Neptune-like,0.258 x Jupiter,0.1557 AU,20 days,0.0,Kepler-1875,Transit,6161.0,0.86,0.95,19h47m05.46s,+50d11m18.12s
2885,2885,Kepler-1922 b,4385.0,5.86 Earths,15.388,2021,Neptune-like,0.204 x Jupiter,0.1077 AU,13.2 days,0.0,Kepler-1876,Transit,6057.0,1.47,1.08,19h56m38.52s,+41d08m37.67s
2886,2886,Kepler-1923 b,3232.0,4.5 Earths,14.454,2021,Super Earth,1.96 x Earth,0.2846 AU,52.6 days,0.0,Kepler-1877,Transit,5615.0,0.94,1.02,19h39m28.06s,+46d47m25.73s
2887,2887,Kepler-1924 b,6233.0,7.53 Earths,15.084,2021,Neptune-like,0.237 x Jupiter,0.1216 AU,15.3 days,0.0,Kepler-1878,Transit,5918.0,0.86,0.96,20h02m55.78s,+44d06m25.28s
2888,2888,Kepler-1925 b,5778.0,9.28 Earths,15.382,2021,Neptune-like,0.268 x Jupiter,0.2588 AU,46.7 days,0.0,Kepler-1879,Transit,5865.0,1.39,1.02,19h17m27.46s,+41d31m59.73s
2889,2889,Kepler-1926 b,2177.0,5.97 Earths,15.8,2021,Neptune-like,0.207 x Jupiter,0.2197 AU,42.9 days,0.0,Kepler-188,Transit,6021.0,1.14,0.98,18h45m07.13s,+44d18m55.71s
2890,2890,Kepler-1927 b,3559.0,11.5 Earths,13.312,2021,Neptune-like,0.304 x Jupiter,0.3859 AU,73.8 days,0.0,Kepler-188,Transit,6021.0,1.14,0.98,18h45m07.13s,+44d18m55.71s
2891,2891,Kepler-1928 b,1065.0,5.25 Earths,12.679,2021,Neptune-like,2.146 x Earth,0.1409 AU,19.6 days,0.0,Kepler-1880,Transit,4380.0,0.53,0.52,19h11m18.35s,+40d41m47.76s
2892,2892,Kepler-1929 b,1658.0,9.65 Earths,11.788,2021,Neptune-like,0.274 x Jupiter,0.2987 AU,59.4 days,0.0,Kepler-1881,Transit,5135.0,0.87,0.81,19h34m33.43s,+44d58m57.16s
2893,2893,Kepler-192 b,2126.0,7.95 Earths,14.308,2014,Neptune-like,0.244 x Jupiter,0.09 AU,9.9 days,0.0,Kepler-1882,Transit,5691.0,1.46,1.07,19h22m39.38s,+43d29m59.23s
2894,2894,Kepler-192 c,2126.0,8.2 Earths,14.308,2014,Neptune-like,0.249 x Jupiter,0.15 AU,21.2 days,0.0,Kepler-1883,Transit,6208.0,1.02,1.09,19h27m41.41s,+42d00m09.08s
2895,2895,Kepler-192 d,2126.0,1.04 Earths,14.308,2016,Super Earth,1.02 x Earth,0.0668 AU,6.5 days,0.0,Kepler-1884,Transit,5984.0,0.91,0.99,19h46m59.14s,+43d02m43.51s
2896,2896,Kepler-1930 b,899.0,2.95 Earths,13.447,2021,Super Earth,1.53 x Earth,0.1025 AU,13 days,0.0,Kepler-1885,Transit,5591.0,0.86,0.98,19h15m00.17s,+47d29m27.31s
2897,2897,Kepler-1931 b,2023.0,7.53 Earths,12.671,2021,Neptune-like,0.237 x Jupiter,0.2356 AU,38.6 days,0.0,Kepler-1886,Transit,5745.0,0.84,0.93,19h45m03.48s,+39d24m21.51s
2898,2898,Kepler-1932 b,2328.0,2.91 Earths,15.286,2021,Super Earth,1.515 x Earth,0.0123 AU,0.5 days,0.0,Kepler-1887,Transit,5749.0,0.86,0.96,19h15m49.33s,+44d42m20.55s
2899,2899,Kepler-1933 b,1070.0,1.76 Earths,12.81,2021,Super Earth,1.18 x Earth,0.0561 AU,4.9 days,0.0,Kepler-1888,Transit,5557.0,1.25,0.9,19h17m34.69s,+41d46m56.13s
2900,2900,Kepler-1934 b,1398.0,0.702 Earths,12.874,2021,Terrestrial,0.913 x Earth,0.0245 AU,1.4 days,0.0,Kepler-1889,Transit,5646.0,0.82,0.86,19h48m47.82s,+41d13m35.19s
2901,2901,Kepler-1935 b,2951.0,6.82 Earths,14.522,2021,Neptune-like,0.223 x Jupiter,0.0463 AU,4 days,0.0,Kepler-189,Transit,5235.0,0.75,0.79,19h10m15.51s,+44d18m18.24s
2902,2902,Kepler-1936 b,2842.0,10.2 Earths,13.393,2021,Neptune-like,0.282 x Jupiter,0.5548 AU,126.6 days,0.0,Kepler-189,Transit,5235.0,0.75,0.79,19h10m15.51s,+44d18m18.24s
2903,2903,Kepler-1937 b,2952.0,9.39 Earths,14.163,2021,Neptune-like,0.27 x Jupiter,0.0943 AU,9.7 days,0.0,Kepler-1890,Transit,6046.0,1.4,1.02,19h30m18.68s,+40d40m04.45s
2904,2904,Kepler-1938 b,1374.0,4 Earths,15.246,2021,Super Earth,1.828 x Earth,0.0938 AU,13.1 days,0.0,Kepler-1891,Transit,5516.0,0.83,0.87,19h20m10.52s,+44d22m13.93s
2905,2905,Kepler-1939 b,619.0,1.68 Earths,13.622,2021,Super Earth,1.165 x Earth,0.0334 AU,2.8 days,0.0,Kepler-1892,Transit,5383.0,0.76,0.85,19h56m19.44s,+42d01m05.14s
2906,2906,Kepler-193 b,3292.0,6.3 Earths,14.712,2014,Neptune-like,0.213 x Jupiter,0.106 AU,11.4 days,0.0,Kepler-1893,Transit,5633.0,1.16,0.97,19h53m36.31s,+44d50m17.42s
2907,2907,Kepler-193 c,3292.0,8 Earths,14.712,2014,Neptune-like,0.245 x Jupiter,0.286 AU,50.7 days,0.0,Kepler-1894,Transit,5772.0,0.9,1.0,19h42m20.75s,+49d40m00.67s
2908,2908,Kepler-1940 b,2605.0,3.01 Earths,15.674,2021,Super Earth,1.547 x Earth,0.0525 AU,5 days,0.0,Kepler-1895,Transit,5076.0,0.76,0.86,19h26m42.14s,+48d45m45.15s
2909,2909,Kepler-1941 b,4875.0,7.51 Earths,14.943,2021,Neptune-like,0.236 x Jupiter,0.2054 AU,31.3 days,0.0,Kepler-1896,Transit,6122.0,1.0,1.07,19h18m42.86s,+40d14m58.73s
2910,2910,Kepler-1942 b,2748.0,5.13 Earths,14.91,2021,Neptune-like,2.117 x Earth,0.0516 AU,4.6 days,0.0,Kepler-1897,Transit,5165.0,0.76,0.86,19h37m09.63s,+39d07m36.74s
2911,2911,Kepler-1943 b,3277.0,3.02 Earths,13.868,2021,Super Earth,1.549 x Earth,0.0571 AU,4.9 days,0.0,Kepler-1898,Transit,5702.0,1.12,0.84,19h08m49.39s,+38d29m53.49s
2912,2912,Kepler-1944 b,3511.0,8.05 Earths,15.582,2021,Neptune-like,0.246 x Jupiter,0.0918 AU,9.8 days,0.0,Kepler-1899,Transit,4791.0,0.74,0.76,19h28m08.01s,+37d58m28.04s
2913,2913,Kepler-1945 b,,2.21 Earths,13.586,2021,Super Earth,1.289 x Earth,0.0597 AU,6.1 days,0.0,Kepler-19,Transit,5544.0,0.86,0.94,19h21m41.03s,+37d51m05.96s
2914,2914,Kepler-1946 b,3269.0,6.75 Earths,15.508,2021,Neptune-like,0.222 x Jupiter,0.0394 AU,3 days,0.0,Kepler-19,Transit Timing Variations,5544.0,0.86,0.94,19h21m41.03s,+37d51m05.96s
2915,2915,Kepler-1947 b,1529.0,1.01 Earths,12.973,2021,Super Earth,1.01 x Earth,0.0711 AU,7 days,0.0,Kepler-19,Radial Velocity,5544.0,0.86,0.94,19h21m41.03s,+37d51m05.96s
2916,2916,Kepler-1948 b,633.0,1.09 Earths,14.569,2021,Super Earth,1.033 x Earth,0.1022 AU,15.6 days,0.0,Kepler-190,Transit,5106.0,0.8,0.86,19h14m20.15s,+44d44m01.57s
2917,2917,Kepler-1949 b,8538.0,5.56 Earths,15.231,2021,Neptune-like,2.22 x Earth,0.0352 AU,2.2 days,0.0,Kepler-190,Transit,5106.0,0.8,0.86,19h14m20.15s,+44d44m01.57s
2918,2918,Kepler-194 b,3582.0,2.89 Earths,14.969,2014,Super Earth,1.51 x Earth,0.032 AU,2.1 days,0.0,Kepler-1900,Transit,6173.0,1.04,1.1,19h27m32.72s,+44d28m44.51s
2919,2919,Kepler-194 c,3582.0,7.22 Earths,14.969,2014,Neptune-like,0.231 x Jupiter,0.131 AU,17.3 days,0.0,Kepler-1901,Transit,5696.0,0.92,1.02,19h24m39.45s,+45d19m05.90s
2920,2920,Kepler-194 d,3582.0,6.35 Earths,14.969,2014,Neptune-like,0.214 x Jupiter,0.275 AU,52.8 days,0.0,Kepler-1902,Transit,3729.0,0.51,0.52,19h30m57.04s,+42d00m53.21s
2921,2921,Kepler-1950 b,2274.0,2.95 Earths,14.845,2021,Super Earth,1.527 x Earth,0.0871 AU,10.8 days,0.0,Kepler-1903,Transit,6347.0,1.0,1.05,19h23m33.19s,+51d14m53.38s
2922,2922,Kepler-1951 b,4167.0,6 Earths,14.367,2021,Neptune-like,0.207 x Jupiter,0.1435 AU,20.7 days,0.0,Kepler-1904,Transit,3805.0,0.5,0.53,19h15m29.86s,+51d09m15.20s
2923,2923,Kepler-1952 b,2779.0,2.07 Earths,13.828,2021,Super Earth,1.239 x Earth,0.1724 AU,27.2 days,0.0,Kepler-1905,Transit,5788.0,1.01,1.04,19h30m17.60s,+46d22m00.58s
2924,2924,Kepler-1953 b,1976.0,2.2 Earths,15.936,2021,Super Earth,1.286 x Earth,0.0607 AU,6.2 days,0.0,Kepler-1906,Transit,5868.0,0.89,0.99,19h35m18.39s,+38d51m23.73s
2925,2925,Kepler-1954 b,4481.0,3.9 Earths,15.875,2021,Super Earth,1.802 x Earth,0.0625 AU,5.9 days,0.0,Kepler-1907,Transit,5159.0,0.8,0.75,18h42m50.06s,+47d19m40.52s
2926,2926,Kepler-1955 b,1466.0,1.69 Earths,12.609,2021,Super Earth,1.167 x Earth,0.117 AU,14.3 days,0.0,Kepler-1907,Transit,5159.0,0.8,0.75,18h42m50.06s,+47d19m40.52s
2927,2927,Kepler-1956 b,1176.0,1.32 Earths,15.989,2021,Super Earth,1.089 x Earth,0.0563 AU,5.9 days,0.0,Kepler-1909,Transit,4935.0,0.69,0.66,19h23m33.46s,+42d27m34.65s
2928,2928,Kepler-1957 b,1503.0,0.79 Earths,15.13,2021,Terrestrial,0.944 x Earth,0.0299 AU,2.2 days,0.0,Kepler-191,Transit,5282.0,0.79,0.81,19h24m44.00s,+45d19m23.14s
2929,2929,Kepler-1958 b,4307.0,4.86 Earths,15.486,2021,Super Earth,2.051 x Earth,0.0856 AU,9.3 days,0.0,Kepler-191,Transit,5282.0,0.79,0.81,19h24m44.00s,+45d19m23.14s
2930,2930,Kepler-1959 b,1563.0,1.57 Earths,14.797,2021,Super Earth,1.143 x Earth,0.0617 AU,6.4 days,0.0,Kepler-191,Transit,5215.0,0.8,0.84,19h24m44.00s,+45d19m23.14s
2931,2931,Kepler-195 b,2127.0,4.78 Earths,14.863,2014,Super Earth,2.03 x Earth,0.077 AU,8.3 days,0.0,Kepler-1910,Transit,4234.0,0.64,0.64,19h46m28.12s,+41d16m52.20s
2932,2932,Kepler-195 c,2127.0,3.02 Earths,14.863,2014,Super Earth,1.55 x Earth,0.197 AU,34.1 days,0.0,Kepler-1911,Transit,5721.0,0.97,0.95,19h57m12.85s,+41d26m27.68s
