,id,name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date,planet_type,planet_radius,orbital_radius,orbital_period,eccentricity,solar_system_name,planet_discovery_method,host_temperature,host_radius,host_mass,right_ascension,declination
4511,4511,OGLE-2011-BLG-0265L b,14288.0,0.88 Jupiters,,2015,Gas Giant,1.24 x Jupiter,1.89 AU,5.7 years,0.0,OGLE-2015-BLG-0954L,Microlensing,,,0.3,18h00m44.24s,-28d39m39.2s
4512,4512,OGLE-2012-BLG-0026L b,13110.0,0.145 Jupiters,20.66,2012,Gas Giant,0.688 x Jupiter,4.0 AU,7.8 years,0.0,OGLE-2015-BLG-0966L,Microlensing,,,0.38,17h55m01.02s,-29d02m49.6s
4513,4513,OGLE-2012-BLG-0026L c,13110.0,0.86 Jupiters,20.66,2012,Gas Giant,1.24 x Jupiter,4.8 AU,10.2 years,0.0,OGLE-2015-BLG-1649L,Microlensing,,,0.34,18h04m49.21s,-32d37m58.90s
4514,4514,OGLE-2012-BLG-0358L b,5741.0,1.85 Jupiters,,2013,Gas Giant,1.2 x Jupiter,0.87 AU,5.7 years,0.0,OGLE-2015-BLG-1670L,Microlensing,,,0.55,17h52m38.11s,-28d33m06.9s
4515,4515,OGLE-2012-BLG-0406L b,16212.0,2.73 Jupiters,,2013,Gas Giant,1.18 x Jupiter,3.45 AU,9.7 years,0.0,OGLE-2015-BLG-1771L,Microlensing,,,0.08,17h55m11.76s,-28d51m45.90s
4516,4516,OGLE-2012-BLG-0563L b,4241.0,0.39 Jupiters,,2015,Gas Giant,1.21 x Jupiter,0.74 AU,398.7 days,0.0,OGLE-2016-BLG-0263L,Microlensing,,,0.13,17h59m34.9s,-31d49m07.0s
4517,4517,OGLE-2012-BLG-0724L b,21855.0,0.47 Jupiters,,2016,Gas Giant,1.27 x Jupiter,1.6 AU,3.8 years,0.0,OGLE-2016-BLG-0613L AB,Microlensing,,,0.72,17h57m02.50s,-28d06m58.2s
4518,4518,OGLE-2012-BLG-0838L b,20616.0,0.167 Jupiters,,2020,Gas Giant,0.748 x Jupiter,4.43 AU,14.8 years,0.0,OGLE-2016-BLG-1067L,Microlensing,,,0.3,18h12m49.08s,-27d00m45.5s
4519,4519,OGLE-2012-BLG-0950L b,8481.0,35 Earths,,2016,Neptune-like,0.585 x Jupiter,2.6 AU,5.6 years,0.0,OGLE-2016-BLG-1190L,Microlensing,,,0.88,17h58m52.30s,-27d36m48.8s
4520,4520,OGLE-2013-BLG-0102L b,9916.0,13 Jupiters,,2014,Gas Giant,1.1 x Jupiter,0.8 AU,2.3 years,0.0,OGLE-2016-BLG-1195L,Microlensing,,,0.08,17h55m23.5s,-30d12m26.1s
4521,4521,OGLE-2013-BLG-0132L b,12722.0,0.29 Jupiters,,2017,Gas Giant,1.03 x Jupiter,3.6 AU,9.3 years,0.0,OGLE-2016-BLG-1227L,Microlensing,,,0.1,17h42m23.31s,-33d45m35.2s
4522,4522,OGLE-2013-BLG-0341L B b,2972.0,1.66 Earths,,2014,Super Earth,1.16 x Earth,0.702 AU,1.8 years,0.0,OGLE-2017-BLG-0173L,Microlensing,,,0.4,17h51m52.95s,-29d16m16.9s
4523,4523,OGLE-2013-BLG-0911L b,10504.0,9.51 Jupiters,26.42,2019,Gas Giant,1.12 x Jupiter,0.39 AU,165.2 days,0.0,OGLE-2017-BLG-0373L,Microlensing,,,0.25,17h57m19.06s,-31d57m06.2s
4524,4524,OGLE-2013-BLG-1721L b,20551.0,0.64 Jupiters,,2017,Gas Giant,1.26 x Jupiter,2.6 AU,6.2 years,0.0,OGLE-2017-BLG-0406L,Microlensing,,,0.56,17h55m59.92s,-29d51m47.3s
4525,4525,OGLE-2013-BLG-1761L b,22508.0,2.7 Jupiters,,2018,Gas Giant,1.18 x Jupiter,1.8 AU,4.2 years,0.0,OGLE-2017-BLG-0482L,Microlensing,,,0.2,17h56m11.73s,-30d31m42.1s
4526,4526,OGLE-2014-BLG-0124L b,13374.0,0.51 Jupiters,,2015,Gas Giant,1.27 x Jupiter,3.11 AU,6.5 years,0.0,OGLE-2017-BLG-0604L,Microlensing,,,0.7,17h51m34.00s,-30d56m47.6s
4527,4527,OGLE-2014-BLG-0319L b,25215.0,0.57 Jupiters,23.43,2022,Gas Giant,1.26 x Jupiter,3.49 AU,9 years,0.0,OGLE-2017-BLG-1049L,Microlensing,,,0.55,17h58m08.05s,-27d08m39.20s
4528,4528,OGLE-2014-BLG-0676L b,7242.0,3.09 Jupiters,,2016,Gas Giant,1.17 x Jupiter,4.4 AU,11.7 years,0.0,OGLE-2017-BLG-1099L,Microlensing,,,0.45,17h35m51.42s,-29d35m09.10s
4529,4529,OGLE-2014-BLG-1722L b,20877.0,0.174 Jupiters,,2018,Gas Giant,0.766 x Jupiter,1.5 AU,2.9 years,0.0,OGLE-2017-BLG-1140L,Microlensing,,,0.21,17h47m31.93s,-24d31m21.6s
4530,4530,OGLE-2014-BLG-1722L c,20877.0,0.263 Jupiters,,2018,Gas Giant,0.978 x Jupiter,1.7 AU,3.5 years,0.0,OGLE-2017-BLG-1375L,Microlensing,,,0.81,17h56m37.17s,-30d18m41.1s
4531,4531,OGLE-2014-BLG-1760L b,22377.0,0.56 Jupiters,23.42,2016,Gas Giant,1.26 x Jupiter,1.75 AU,3.2 years,0.0,OGLE-2017-BLG-1434L,Microlensing,,,0.23,17h53m07.312s,-30d14m44.37s
4532,4532,OGLE-2015-BLG-0051L b,26748.0,0.72 Jupiters,,2016,Gas Giant,1.25 x Jupiter,0.73 AU,2 years,0.0,OGLE-2017-BLG-1522L,Microlensing,,,0.04,18h01m16.65s,-28d27m43.1s
4533,4533,OGLE-2015-BLG-0954L b,3914.0,3.4 Jupiters,20.61,2016,Gas Giant,1.17 x Jupiter,1.6 AU,3.7 years,0.0,OGLE-2018-BLG-0383L,Microlensing,,,0.1,17h54m43.38s,-28d44m21.4s
4534,4534,OGLE-2015-BLG-0966L b,10765.0,21 Earths,,2016,Neptune-like,0.433 x Jupiter,2.7 AU,7.2 years,0.0,OGLE-2018-BLG-0532L,Microlensing,,,0.2,17h59m56.02s,-28d59m51.9s
4535,4535,OGLE-2015-BLG-1649L b,13798.0,2.54 Jupiters,,2019,Gas Giant,1.18 x Jupiter,2.07 AU,5.1 years,0.0,OGLE-2018-BLG-0567L,Microlensing,,,0.25,17h56m04.42s,-27d59m13.6s
4536,4536,OGLE-2015-BLG-1670L b,21855.0,17.9 Earths,,2019,Neptune-like,0.394 x Jupiter,2.62 AU,5.7 years,0.0,OGLE-2018-BLG-0596L,Microlensing,,,0.23,17h56m13.33s,-29d11m56.7s
4537,4537,OGLE-2015-BLG-1771L b,23062.0,0.433 Jupiters,,2020,Gas Giant,1.28 x Jupiter,0.85 AU,2.8 years,0.0,OGLE-2018-BLG-0677L,Microlensing,,,0.12,17h55m00.27s,-32d00m59.51s
4538,4538,OGLE-2016-BLG-0263L b,21203.0,4.1 Jupiters,,2017,Gas Giant,1.16 x Jupiter,5.4 AU,34.8 years,0.0,OGLE-2018-BLG-0740L,Microlensing,5912.0,,1.0,18h08m42.47s,-29d50m08.9s
4539,4539,OGLE-2016-BLG-0613L AB b,11123.0,4.18 Jupiters,,2017,Gas Giant,1.16 x Jupiter,6.4 AU,19.1 years,0.0,OGLE-2018-BLG-0962L,Microlensing,,,0.54,17h52m41.95s,-32d18m33.3s
4540,4540,OGLE-2016-BLG-1067L b,12167.0,0.43 Jupiters,,2019,Gas Giant,1.28 x Jupiter,1.7 AU,4 years,0.0,OGLE-2018-BLG-1011L,Microlensing,,,0.18,17h56m03.36s,-29d04m58.4s
4541,4541,OGLE-2016-BLG-1190L b,22084.0,13.38 Jupiters,,2017,Gas Giant,1.1 x Jupiter,2.17 AU,3.4 years,0.0,OGLE-2018-BLG-1011L,Microlensing,,,0.18,17h56m03.36s,-29d04m58.4s
4542,4542,OGLE-2016-BLG-1195L b,12754.0,1.43 Earths,,2017,Super Earth,1.11 x Earth,1.16 AU,4.4 years,0.0,OGLE-2018-BLG-1185L,Microlensing,,,0.37,17h59m10.26s,-27d50m06.3s
4543,4543,OGLE-2016-BLG-1227L b,,0.79 Jupiters,,2020,Gas Giant,1.24 x Jupiter,3.4 AU,19.8 years,0.0,OGLE-2018-BLG-1269L,Microlensing,,,1.11,17h58m46.42s,-27d37m04.6s
4544,4544,OGLE-2017-BLG-0173L b,15348.0,3.269 Earths,,2018,Super Earth,1.62 x Earth,3.913 AU,12.2 years,0.0,OGLE-2018-BLG-1428L,Microlensing,,,0.43,17h42m11.69s,-26d08m16.4s
4545,4545,OGLE-2017-BLG-0373L b,19295.0,0.401 Jupiters,,2018,Gas Giant,1.25 x Jupiter,2.424 AU,7.6 years,0.0,OGLE-2018-BLG-1700L,Microlensing,,,0.42,17h59m49.45s,-28d31m43.10s
4546,4546,OGLE-2017-BLG-0406L b,16962.0,0.41 Jupiters,26.1,2020,Gas Giant,1.27 x Jupiter,3.5 AU,8.8 years,0.0,OGLE-2019-BLG-0299L,Microlensing,,,0.59,17h46m43.07s,-23d35m03.52s
4547,4547,OGLE-2017-BLG-0482L b,18920.0,9 Earths,,2018,Neptune-like,0.263 x Jupiter,1.8 AU,5.4 years,0.0,OGLE-2019-BLG-0304L,Microlensing,,,0.27,17h36m06.41s,-26d08m45.56s
4548,4548,OGLE-2017-BLG-0604L b,12885.0,0.51 Jupiters,,2020,Gas Giant,1.27 x Jupiter,4.06 AU,9.8 years,0.0,OGLE-2019-BLG-0954L,Microlensing,,,0.8,17h51m39.18s,-29d36m39.60s
4549,4549,OGLE-2017-BLG-1049L b,18496.0,5.53 Jupiters,,2020,Gas Giant,1.14 x Jupiter,3.92 AU,10.5 years,0.0,OGLE-2019-BLG-0960L,Microlensing,,,0.5,18h16m03.43s,-25d46m28.8s
4550,4550,OGLE-2017-BLG-1099L b,23650.0,3.02 Jupiters,,2021,Gas Giant,1.17 x Jupiter,2.73 AU,6.7 years,0.0,OGLE-TR-10,Transit,5950.0,1.17,1.14,17h51m28.26s,-29d52m35.31s
4551,4551,OGLE-2017-BLG-1140L b,,1.59 Jupiters,,2018,Gas Giant,1.21 x Jupiter,1.02 AU,2.2 years,0.0,OGLE-TR-111,Transit,5040.0,0.83,0.82,10h53m17.79s,-61d24m20.51s
4552,4552,OGLE-2017-BLG-1375L b,12820.0,11.28 Jupiters,,2020,Gas Giant,1.11 x Jupiter,3.04 AU,5.9 years,0.0,OGLE-TR-113,Transit,4790.0,0.77,0.78,10h52m24.25s,-61d26m48.69s
4553,4553,OGLE-2017-BLG-1434L b,2805.0,4.43 Earths,,2018,Super Earth,1.94 x Earth,1.18 AU,2.7 years,0.0,OGLE-TR-132,Transit,6210.0,1.32,1.3,10h50m34.58s,-61d57m26.09s
4554,4554,OGLE-2017-BLG-1522L b,24432.0,0.75 Jupiters,,2018,Gas Giant,1.25 x Jupiter,0.59 AU,2.3 years,0.0,OGLE-TR-182,Transit,5924.0,1.14,1.14,11h09m18.70s,-61d05m42.94s
4555,4555,OGLE-2018-BLG-0383L b,25117.0,6.4 Earths,,2022,Neptune-like,0.215 x Jupiter,1.8 AU,7.6 years,0.0,OGLE-TR-211,Transit,6325.0,1.64,1.33,10h40m14.36s,-62d27m19.93s
4556,4556,OGLE-2018-BLG-0532L b,2522.0,6.228 Earths,,2020,Neptune-like,0.212 x Jupiter,1.064 AU,2.5 years,0.0,OGLE-TR-56,Transit,6050.0,1.74,1.17,17h56m35.51s,-29d32m21.2s
4557,4557,OGLE-2018-BLG-0567L b,23030.0,0.32 Jupiters,,2021,Gas Giant,1.1 x Jupiter,2.72 AU,9 years,0.0,OGLE2-TR-L9,Transit,6933.0,1.53,1.52,11h07m55.17s,-61d08m46.50s
4558,4558,OGLE-2018-BLG-0596L b,18430.0,13.93 Earths,,2019,Neptune-like,0.34 x Jupiter,0.97 AU,2 years,0.0,Oph 11,Imaging,2375.0,0.23,0.02,16h22m25.19s,-24d05m14.00s
4559,4559,OGLE-2018-BLG-0677L b,24726.0,3.96 Earths,,2020,Super Earth,1.82 x Earth,0.63 AU,1.4 years,0.0,PDS 70,Imaging,3972.0,1.26,0.76,14h08m10.11s,-41d23m52.95s
4560,4560,OGLE-2018-BLG-0740L b,10438.0,4.8 Jupiters,18.21,2019,Gas Giant,1.15 x Jupiter,5.0 AU,15 years,0.0,PDS 70,Imaging,3972.0,1.06,0.76,14h08m10.11s,-41d23m52.95s
4561,4561,OGLE-2018-BLG-0962L b,21203.0,1.34 Jupiters,,2021,Gas Giant,1.22 x Jupiter,3.59 AU,9.3 years,0.0,PH1,Transit,6407.0,1.73,1.53,19h52m51.62s,+39d57m18.31s
4562,4562,OGLE-2018-BLG-1011L b,23160.0,1.8 Jupiters,,2019,Gas Giant,1.2 x Jupiter,1.8 AU,5.7 years,0.0,PH2,Transit,5629.0,1.0,0.94,19h19m03.27s,+51d57m45.66s
4563,4563,OGLE-2018-BLG-1011L c,23160.0,2.8 Jupiters,,2019,Gas Giant,1.18 x Jupiter,0.8 AU,1.7 years,0.0,POTS-1,Transit,4400.0,0.59,0.69,13h34m26.09s,-66d34m52.19s
4564,4564,OGLE-2018-BLG-1185L b,24139.0,8.4 Earths,29.3,2021,Neptune-like,0.253 x Jupiter,1.54 AU,3.1 years,0.0,PSR B0329+54,Pulsar Timing,,,1.44,03h32m59.35s,+54d34m44.99s
4565,4565,OGLE-2018-BLG-1269L b,8188.0,0.67 Jupiters,17.4,2020,Gas Giant,1.25 x Jupiter,4.51 AU,9.1 years,0.0,PSR B1257+12,Pulsar Timing,,,1.4,13h00m03.58s,+12d40m56.5s
4566,4566,OGLE-2018-BLG-1428L b,20290.0,0.77 Jupiters,,2021,Gas Giant,1.25 x Jupiter,3.3 AU,9.1 years,0.0,PSR B1257+12,Pulsar Timing,,,1.4,13h00m03.58s,+12d40m56.5s
4567,4567,OGLE-2018-BLG-1700L b,24791.0,4.4 Jupiters,23.8,2020,Gas Giant,1.15 x Jupiter,2.8 AU,7.2 years,0.0,PSR B1257+12,Pulsar Timing,,,1.4,13h00m03.58s,+12d40m56.5s
4568,4568,OGLE-2019-BLG-0299L b,19017.0,6.22 Jupiters,,2021,Gas Giant,1.14 x Jupiter,2.8 AU,6.1 years,0.0,PSR B1620-26,Pulsar Timing,,,1.35,16h23m38.22s,-26d31m53.7s
4569,4569,OGLE-2019-BLG-0304L b,22769.0,0.51 Jupiters,,2021,Gas Giant,1.27 x Jupiter,1.23 AU,2.6 years,0.0,PSR J1719-1438,Pulsar Timing,4500.0,,1.4,17h19m10.07s,-14d38m01.0s
4570,4570,OGLE-2019-BLG-0954L b,11841.0,14.2 Jupiters,,2021,Gas Giant,1.1 x Jupiter,2.65 AU,4.8 years,0.0,PSR J2322-2650,Pulsar Timing,,,1.4,23h22m34.64s,-26d50m58.3s
4571,4571,OGLE-2019-BLG-0960L b,3197.0,2.5 Earths,,2021,Super Earth,1.39 x Earth,1.9 AU,3.7 years,0.0,Pr0201,Radial Velocity,6174.0,1.15,1.24,08h41m43.78s,+20d13m36.54s
4572,4572,OGLE2-TR-L9 b,5309.0,4.5 Jupiters,14.718,2008,Gas Giant,1.61 x Jupiter,0.0308 AU,2.5 days,0.0,Pr0211,Radial Velocity,5300.0,0.83,0.94,08h42m11.46s,+19d16m37.05s
4573,4573,OGLE-TR-10 b,4387.0,0.62 Jupiters,16.006,2004,Gas Giant,1.25 x Jupiter,0.0434 AU,3.1 days,< 0.82,Pr0211,Radial Velocity,5300.0,0.83,0.94,08h42m11.46s,+19d16m37.05s
4574,4574,OGLE-TR-111 b,3485.0,0.55 Jupiters,16.707,2004,Gas Giant,1.019 x Jupiter,0.0473 AU,4 days,< 0.54,Proxima Cen,Radial Velocity,3050.0,0.14,0.12,14h29m34.43s,-62d40m34.26s
4575,4575,OGLE-TR-113 b,1848.0,1.26 Jupiters,15.8485,2004,Gas Giant,1.093 x Jupiter,0.02289 AU,1.4 days,< 0.15,Qatar-1,Transit,5013.0,0.8,0.84,20h13m31.65s,+65d09m44.39s
4576,4576,OGLE-TR-132 b,6565.0,1.18 Jupiters,16.536,2004,Gas Giant,1.2 x Jupiter,0.03035 AU,1.7 days,< 0.6,Qatar-10,Transit,6124.0,1.25,1.16,18h57m46.54s,+69d34m15.01s
4577,4577,OGLE-TR-182 b,8161.0,1.01 Jupiters,16.9195,2007,Gas Giant,1.13 x Jupiter,0.051 AU,4 days,0.0,Qatar-2,Transit,4645.0,0.78,0.74,13h50m37.32s,-06d48m14.66s
4578,4578,OGLE-TR-211 b,4943.0,1.03 Jupiters,15.364,2007,Gas Giant,1.36 x Jupiter,0.051 AU,3.7 days,0.0,Qatar-3,Transit,6007.0,1.27,1.15,23h56m36.47s,+36d12m46.64s
4579,4579,OGLE-TR-56 b,923.0,1.39 Jupiters,15.3,2002,Gas Giant,1.363 x Jupiter,0.02383 AU,1.2 days,< 0.67,Qatar-4,Transit,5215.0,0.85,0.9,00h19m26.23s,+44d01m39.35s
4580,4580,Omega Serpentis b,250.0,1.7 Jupiters,5.21644,2013,Gas Giant,1.2 x Jupiter,1.1 AU,277 days,0.11,Qatar-5,Transit,5747.0,1.08,1.13,00h28m12.94s,+42d03m40.84s
4581,4581,Omicron Coronae Borealis b,277.0,1.5 Jupiters,5.5052,2012,Gas Giant,1.21 x Jupiter,0.83 AU,187.8 days,0.19,Qatar-6,Transit,5052.0,0.72,0.82,14h48m50.42s,+22d09m09.41s
4582,4582,Omicron Ursae Majoris b,179.0,4.1 Jupiters,3.35214,2012,Gas Giant,1.16 x Jupiter,3.9 AU,4.5 years,0.13,Qatar-7,Transit,6387.0,1.56,1.41,23h54m03.63s,+37d01m18.57s
4583,4583,Ophiuchi 11 b,444.0,14 Jupiters,18.912,2006,Gas Giant,1.1 x Jupiter,243.0 AU,20000 years,0.0,Qatar-8,Transit,5738.0,1.31,1.03,10h29m38.96s,+70d31m37.50s
4584,4584,PDS 70 b,369.0,3 Jupiters,12.032,2018,Gas Giant,2.72 x Jupiter,20.0 AU,119.2 years,0.19,Qatar-9,Transit,4309.0,0.7,0.72,10h42m59.54s,+60d57m50.83s
4585,4585,PDS 70 c,369.0,2 Jupiters,12.032,2019,Gas Giant,2.04 x Jupiter,34.0 AU,227.5 years,0.11,ROXs 12,Imaging,3850.0,1.07,0.87,16h26m28.03s,-25d26m48.10s
4586,4586,PH1 b,3370.0,0.531 Jupiters,13.841,2012,Neptune-like,0.551 x Jupiter,0.652 AU,138.3 days,0.07,ROXs 42 B,Imaging,3433.0,1.34,1.0,16h31m15.01s,-24d32m44.08s
4587,4587,PH2 b,1122.0,80 Jupiters,12.645,2013,Gas Giant,0.903 x Jupiter,0.828 AU,282.5 days,0.41,RR Cae,Eclipse Timing Variations,3904.0,0.19,0.44,04h21m05.61s,-48d39m15.34s
4588,4588,Pi Mensae c,60.0,4.82 Earths,5.65,2018,Neptune-like,2.042 x Earth,0.06839 AU,6.3 days,0.0,Ross 128,Radial Velocity,3192.0,0.2,0.17,11h47m45.02s,+00d47m57.44s
4589,4589,POTS-1 b,2440.0,2.31 Jupiters,17.9083,2013,Gas Giant,0.941 x Jupiter,0.03734 AU,3.2 days,0.0,Ross 458,Imaging,3646.0,0.56,0.56,13h00m45.89s,+12d22m32.16s
4590,4590,Pr0201 b,589.0,0.54 Jupiters,10.445,2012,Gas Giant,1.27 x Jupiter,0.06 AU,4.4 days,0.0,SR 12 AB,Imaging,3828.93,1.1,,16h27m19.50s,-24d41m40.81s
4591,4591,Pr0211 b,596.0,1.88 Jupiters,12.163,2012,Gas Giant,1.2 x Jupiter,0.03176 AU,2.1 days,0.01,SWEEPS-11,Transit,,1.45,1.1,17h59m02.00s,-29d11m53.5s
4592,4592,Pr0211 c,596.0,7.79 Jupiters,12.163,2016,Gas Giant,1.12 x Jupiter,5.5 AU,13.3 years,0.71,SWEEPS-4,Transit,,1.18,1.24,17h58m53.92s,-29d11m20.6s
4593,4593,Proxima Centauri b,4.0,1.27 Earths,11.01,2016,Super Earth,1.08 x Earth,0.0485 AU,11.2 days,< 0.35,TAP 26,Radial Velocity,4620.0,1.17,1.04,04h18m51.71s,+17d23m16.38s
4594,4594,Psi 1 Draconis B b,74.0,1.53 Jupiters,5.808,2015,Gas Giant,1.21 x Jupiter,4.43 AU,8.5 years,0.4,TCP J05074264+2447555,Microlensing,5805.0,1.42,0.59,05h07m42.72s,+24d47m56.26s
4595,4595,PSR B0329+54 b,1647.0,1.97 Earths,20.8671,2017,Super Earth,1.22 x Earth,10.26 AU,27.8 years,0.24,TIC 172900988 Aa,Transit,6050.0,1.38,1.24,08h34m38.80s,+31d33m14.33s
4596,4596,PSR B1257+12 b,1957.0,0.02 Earths,,1994,Terrestrial,0.338 x Earth,0.19 AU,25.3 days,0.0,TIC 237913194,Transit,5788.0,1.09,1.03,01h29m46.99s,-60d44m23.67s
4597,4597,PSR B1257+12 c,1957.0,4.3 Earths,,1992,Super Earth,1.91 x Earth,0.36 AU,66.5 days,0.02,TIC 257060897,Transit,5988.0,1.82,1.32,15h10m07.72s,+72d42m37.13s
4598,4598,PSR B1257+12 d,1957.0,3.9 Earths,,1992,Super Earth,1.8 x Earth,0.46 AU,98.2 days,0.03,TOI-1062,Transit,5328.0,0.84,0.94,02h32m29.03s,-78d01m25.26s
4599,4599,PSR B1620-26 b,,2.5 Jupiters,,2003,Gas Giant,1.18 x Jupiter,23.0 AU,95 years,0.0,TOI-1062,Transit,5328.0,0.84,0.94,02h32m29.03s,-78d01m25.26s
4600,4600,PSR J1719-1438 b,3914.0,1.2 Jupiters,,2011,Gas Giant,Unknown,0.0044 AU,0.1 days,< 0.06,TOI-1064,Transit,4734.0,0.73,0.75,19h44m00.94s,-47d33m43.31s
4601,4601,PSR J2322-2650 b,750.0,0.7949 Jupiters,,2017,Gas Giant,1.24 x Jupiter,0.0102 AU,0.3 days,< 0.0017,TOI-1064,Transit,4734.0,0.73,0.75,19h44m00.94s,-47d33m43.31s
4602,4602,Qatar-10 b,1824.0,0.736 Jupiters,12.868,2019,Gas Giant,1.543 x Jupiter,0.0286 AU,1.6 days,0.0,TOI-1075,Transit,3921.0,0.58,0.6,20h39m53.09s,-65d26m58.92s
4603,4603,Qatar-1 b,605.0,1.294 Jupiters,12.692,2010,Gas Giant,1.143 x Jupiter,0.02332 AU,1.4 days,0.0,TOI-1130,Transit,4250.0,0.69,0.68,19h05m30.24s,-41d26m15.50s
4604,4604,Qatar-2 b,592.0,2.494 Jupiters,13.443,2011,Gas Giant,1.254 x Jupiter,0.02153 AU,1.3 days,0.0,TOI-1130,Transit,4250.0,0.69,0.68,19h05m30.24s,-41d26m15.50s
4605,4605,Qatar-3 b,2400.0,4.31 Jupiters,12.929,2017,Gas Giant,1.096 x Jupiter,0.03783 AU,2.5 days,0.0,TOI-1201,Transit,3476.0,0.51,0.51,02h48m59.45s,-14d32m14.22s
4606,4606,Qatar-4 b,1073.0,6.1 Jupiters,13.574,2017,Gas Giant,1.135 x Jupiter,0.02803 AU,1.8 days,0.0,TOI-122,Transit,3403.0,0.33,0.31,22h11m47.58s,-58d56m45.91s
4607,4607,Qatar-5 b,1199.0,4.32 Jupiters,12.614,2017,Gas Giant,1.107 x Jupiter,0.04127 AU,2.9 days,0.0,TOI-1227,Transit,3072.0,0.56,0.17,12h27m04.17s,-72d27m06.66s
4608,4608,Qatar-6 b,329.0,0.668 Jupiters,11.496,2017,Gas Giant,1.062 x Jupiter,0.0423 AU,3.5 days,0.0,TOI-1231,Transit,3553.0,0.48,0.48,10h26m59.34s,-52d28m04.34s
4609,4609,Qatar-7 b,2303.0,1.88 Jupiters,13.134,2019,Gas Giant,1.7 x Jupiter,0.0352 AU,2 days,0.0,TOI-1235,Transit,3997.0,0.62,0.63,10h08m52.38s,+69d16m35.83s
4610,4610,Qatar-8 b,918.0,0.371 Jupiters,11.71,2019,Gas Giant,1.285 x Jupiter,0.0474 AU,3.7 days,0.0,TOI-125,Transit,5320.0,0.85,0.86,01h34m22.42s,-66d40m34.86s
4611,4611,Qatar-9 b,697.0,1.19 Jupiters,14.023,2019,Gas Giant,1.009 x Jupiter,0.0234 AU,1.5 days,0.0,TOI-125,Transit,5320.0,0.85,0.86,01h34m22.42s,-66d40m34.86s
4612,4612,Rho Coronae Borealis b,57.0,1.0449 Jupiters,5.40816,1997,Gas Giant,1.23 x Jupiter,0.2196 AU,39.8 days,0.04,TOI-125,Transit,5320.0,0.85,0.86,01h34m22.42s,-66d40m34.86s
4613,4613,Rho Coronae Borealis c,57.0,25 Earths,5.40816,2016,Neptune-like,0.48 x Jupiter,0.4123 AU,102.5 days,0.05,TOI-1259 A,Transit,4775.0,0.71,0.74,18h48m24.04s,+79d15m23.31s
4614,4614,Ross 128 b,11.0,1.4 Earths,11.12,2017,Super Earth,1.11 x Earth,0.0496 AU,9.9 days,0.12,TOI-1260,Transit,4227.0,0.65,0.66,10h28m34.58s,+65d51m15.11s
4615,4615,Ross 458 c,38.0,6 Jupiters,9.76,2010,Gas Giant,1.25 x Jupiter,1100.0 AU,48780.2 years,0.0,TOI-1260,Transit,4227.0,0.65,0.66,10h28m34.58s,+65d51m15.11s
4616,4616,ROXs 12 b,446.0,16 Jupiters,14.763,2013,Gas Giant,1.09 x Jupiter,210.0 AU,3264.5 years,< 0.83,TOI-1266,Transit,3600.0,0.42,0.45,13h11m59.18s,+65d50m01.31s
4617,4617,ROXs 42 B b,468.0,9 Jupiters,14.661,2013,Gas Giant,1.12 x Jupiter,157.0 AU,1968.3 years,< 0.58,TOI-1266,Transit,3600.0,0.42,0.45,13h11m59.18s,+65d50m01.31s
4618,4618,RR Caeli b,69.0,4.2 Jupiters,14.379,2012,Gas Giant,1.16 x Jupiter,5.3 AU,11.9 years,0.0,TOI-1268,Transit,5300.0,0.92,0.96,13h13m33.26s,+62d18m19.37s
4619,4619,SR 12 AB c,366.0,13 Jupiters,13.355,2010,Gas Giant,1.1 x Jupiter,Unknown,365 days,0.0,TOI-1278,Transit,3799.0,0.57,0.54,21h21m54.83s,+35d38m55.05s
4620,4620,SWEEPS-11 b,27727.0,9.7 Jupiters,19.83,2006,Gas Giant,1.13 x Jupiter,0.03 AU,1.8 days,0.0,TOI-1296,Transit,5603.0,1.66,1.17,17h07m04.95s,+70d14m18.53s
4621,4621,SWEEPS-4 b,27727.0,3.8 Jupiters,18.8,2006,Gas Giant,0.81 x Jupiter,0.055 AU,4.2 days,0.0,TOI-1298,Transit,5889.0,1.41,1.44,16h05m17.50s,+70d11m24.14s
4622,4622,TAP 26 b,396.0,1.66 Jupiters,12.5,2017,Gas Giant,1.2 x Jupiter,0.0968 AU,10.8 days,0.0,TOI-132,Transit,5397.0,0.9,0.97,22h33m35.92s,-43d26m12.74s
4623,4623,Tau Bootis b,51.0,5.95 Jupiters,4.48635,1996,Gas Giant,1.14 x Jupiter,0.049 AU,3.3 days,0.01,TOI-1333,Transit,6274.0,1.93,1.46,21h40m03.49s,+48d24m24.36s
4624,4624,Tau Ceti e,12.0,3.93 Earths,3.49607,2017,Super Earth,1.81 x Earth,0.538 AU,162.9 days,0.18,TOI-1338,Transit,6050.0,1.33,1.13,06h08m31.94s,-59d32m27.55s
4625,4625,Tau Ceti f,12.0,3.93 Earths,3.49607,2017,Super Earth,1.81 x Earth,1.334 AU,1.7 years,0.16,TOI-1411,Transit,4266.0,0.66,0.59,15h31m47.05s,+47d03m19.98s
4626,4626,Tau Ceti g,12.0,1.75 Earths,3.49607,2017,Super Earth,1.18 x Earth,0.133 AU,20 days,0.06,TOI-1431,Transit,7690.0,1.92,1.9,21h04m48.89s,+55d35m16.88s
